Order_ID,Date,Hour,Restaurant,Item,Amount,Customer_ID
1000,2026-01-18,20,Highland Kitchen,Chicken Momos,180,C144
1001,2026-04-18,16,Highland Kitchen,Fried Rice,200,C076
1002,2026-05-10,12,Snow Peak Diner,Pizza,350,C263
1003,2026-03-04,12,Tawang Kitchen,Tea,40,C063
1004,2026-04-30,14,Snow Peak Diner,Chicken Momos,180,C325
1005,2026-02-05,18,Arunachal Treats,Spring Roll,120,C414
1006,2026-05-24,16,Bamboo Bowl,Tea,40,C493
1007,2026-05-04,20,Mountain Cafe,Pizza,350,C399
1008,2026-01-19,14,Arunachal Treats,Pizza,350,C064
1009,2026-01-27,21,Momo Junction,Chowmein,180,C281
1010,2026-03-04,17,Cafe Himalaya,Fried Rice,200,C224
1011,2026-04-10,19,Mountain Cafe,Veg Momos,150,C471
1012,2026-05-21,14,Cafe Himalaya,Veg Momos,150,C221
1013,2026-01-22,16,Momo Junction,Pizza,350,C329
1014,2026-05-27,19,Momo Junction,Tea,40,C239
1015,2026-05-28,19,Momo Junction,Thukpa,220,C050
1016,2026-01-05,13,Arunachal Treats,Veg Momos,150,C278
1017,2026-03-09,15,Dragon Bites,Spring Roll,120,C077
1018,2026-05-17,13,Bamboo Bowl,Spring Roll,120,C068
1019,2026-05-08,20,Arunachal Treats,Burger,220,C189
1020,2026-04-05,18,Dragon Bites,Burger,220,C187
1021,2026-05-18,17,Snow Peak Diner,Pizza,350,C273
1022,2026-04-17,15,Bamboo Bowl,Tea,40,C341
1023,2026-03-12,11,Dragon Bites,Pizza,350,C396
1024,2026-04-02,13,Arunachal Treats,Chicken Momos,180,C106
1025,2026-05-10,19,Momo Junction,Tea,40,C108
1026,2026-02-09,12,Mountain Cafe,Burger,220,C012
1027,2026-01-27,19,Dragon Bites,Burger,220,C305
1028,2026-03-01,11,Momo Junction,Veg Momos,150,C166
1029,2026-04-06,14,Highland Kitchen,Thukpa,220,C296
1030,2026-03-18,19,Cafe Himalaya,Chicken Momos,180,C042
1031,2026-01-22,13,Dragon Bites,Chowmein,180,C363
1032,2026-03-21,16,Highland Kitchen,Thukpa,220,C089
1033,2026-01-12,16,Highland Kitchen,Veg Momos,150,C201
1034,2026-04-06,20,Momo Junction,Spring Roll,120,C039
1035,2026-03-06,19,Momo Junction,Veg Momos,150,C408
1036,2026-05-10,19,Dragon Bites,Fried Rice,200,C285
1037,2026-03-25,19,Snow Peak Diner,Chowmein,180,C405
1038,2026-04-20,12,Dragon Bites,Spring Roll,120,C216
1039,2026-05-08,20,Cafe Himalaya,Veg Momos,150,C454
1040,2026-01-22,18,Momo Junction,Pizza,350,C440
1041,2026-04-06,19,Momo Junction,Thukpa,220,C148
1042,2026-02-07,15,Arunachal Treats,Veg Momos,150,C452
1043,2026-04-14,13,Bamboo Bowl,Chowmein,180,C479
1044,2026-05-20,16,Bamboo Bowl,Fried Rice,200,C142
1045,2026-02-15,13,Tawang Kitchen,Tea,40,C169
1046,2026-02-13,19,Momo Junction,Fried Rice,200,C343
1047,2026-05-03,15,Tawang Kitchen,Coffee,80,C245
1048,2026-01-17,19,Cafe Himalaya,Burger,220,C190
1049,2026-02-01,20,Momo Junction,Tea,40,C291
1050,2026-01-29,12,Taste of Tawang,Chowmein,180,C095
1051,2026-03-10,17,Taste of Tawang,Fried Rice,200,C072
1052,2026-05-09,16,Bamboo Bowl,Tea,40,C096
1053,2026-02-23,18,Cafe Himalaya,Tea,40,C218
1054,2026-01-20,19,Tawang Kitchen,Burger,220,C383
1055,2026-04-21,16,Dragon Bites,Spring Roll,120,C413
1056,2026-03-11,19,Mountain Cafe,Pizza,350,C161
1057,2026-04-18,19,Momo Junction,Burger,220,C073
1058,2026-01-04,17,Mountain Cafe,Tea,40,C102
1059,2026-03-27,15,Arunachal Treats,Thukpa,220,C365
1060,2026-02-12,13,Momo Junction,Fried Rice,200,C200
1061,2026-03-31,12,Highland Kitchen,Spring Roll,120,C407
1062,2026-01-20,19,Bamboo Bowl,Thukpa,220,C435
1063,2026-01-11,19,Cafe Himalaya,Tea,40,C098
1064,2026-05-14,14,Cafe Himalaya,Burger,220,C369
1065,2026-03-06,22,Snow Peak Diner,Spring Roll,120,C443
1066,2026-04-28,21,Bamboo Bowl,Pizza,350,C267
1067,2026-03-02,22,Highland Kitchen,Tea,40,C358
1068,2026-04-27,18,Arunachal Treats,Burger,220,C088
1069,2026-01-13,20,Cafe Himalaya,Thukpa,220,C054
1070,2026-04-26,19,Tawang Kitchen,Thukpa,220,C007
1071,2026-01-11,17,Taste of Tawang,Spring Roll,120,C215
1072,2026-01-28,19,Taste of Tawang,Tea,40,C026
1073,2026-02-23,18,Tawang Kitchen,Thukpa,220,C164
1074,2026-01-30,18,Mountain Cafe,Burger,220,C208
1075,2026-04-03,20,Snow Peak Diner,Pizza,350,C217
1076,2026-04-12,17,Arunachal Treats,Burger,220,C064
1077,2026-03-05,20,Highland Kitchen,Fried Rice,200,C007
1078,2026-03-22,21,Taste of Tawang,Fried Rice,200,C330
1079,2026-05-15,18,Dragon Bites,Spring Roll,120,C230
1080,2026-01-01,13,Dragon Bites,Pizza,350,C004
1081,2026-05-12,14,Highland Kitchen,Chicken Momos,180,C260
1082,2026-03-12,19,Taste of Tawang,Chicken Momos,180,C189
1083,2026-01-08,16,Mountain Cafe,Burger,220,C292
1084,2026-05-03,19,Taste of Tawang,Veg Momos,150,C146
1085,2026-02-16,20,Momo Junction,Burger,220,C421
1086,2026-02-08,21,Highland Kitchen,Chicken Momos,180,C432
1087,2026-05-12,14,Cafe Himalaya,Tea,40,C203
1088,2026-04-18,21,Momo Junction,Veg Momos,150,C018
1089,2026-01-01,16,Highland Kitchen,Spring Roll,120,C087
1090,2026-05-14,19,Snow Peak Diner,Spring Roll,120,C152
1091,2026-01-19,18,Arunachal Treats,Fried Rice,200,C030
1092,2026-02-02,13,Cafe Himalaya,Thukpa,220,C350
1093,2026-05-17,20,Bamboo Bowl,Tea,40,C029
1094,2026-04-27,18,Momo Junction,Chicken Momos,180,C487
1095,2026-01-18,19,Dragon Bites,Chowmein,180,C236
1096,2026-04-18,11,Highland Kitchen,Fried Rice,200,C011
1097,2026-05-03,19,Tawang Kitchen,Pizza,350,C098
1098,2026-01-22,14,Cafe Himalaya,Coffee,80,C426
1099,2026-03-26,17,Bamboo Bowl,Thukpa,220,C412
1100,2026-04-29,18,Highland Kitchen,Burger,220,C429
1101,2026-02-11,15,Highland Kitchen,Fried Rice,200,C251
1102,2026-05-02,12,Mountain Cafe,Tea,40,C339
1103,2026-04-02,14,Mountain Cafe,Spring Roll,120,C006
1104,2026-03-18,21,Mountain Cafe,Fried Rice,200,C392
1105,2026-05-02,13,Momo Junction,Coffee,80,C179
1106,2026-02-14,19,Mountain Cafe,Chowmein,180,C496
1107,2026-03-01,14,Arunachal Treats,Thukpa,220,C327
1108,2026-04-12,20,Cafe Himalaya,Tea,40,C408
1109,2026-01-01,16,Snow Peak Diner,Chicken Momos,180,C440
1110,2026-02-19,13,Tawang Kitchen,Chicken Momos,180,C188
1111,2026-04-22,19,Momo Junction,Spring Roll,120,C377
1112,2026-05-14,19,Taste of Tawang,Tea,40,C018
1113,2026-02-28,11,Taste of Tawang,Veg Momos,150,C092
1114,2026-02-25,17,Taste of Tawang,Burger,220,C232
1115,2026-03-09,13,Dragon Bites,Pizza,350,C496
1116,2026-05-16,18,Snow Peak Diner,Burger,220,C432
1117,2026-04-04,18,Arunachal Treats,Tea,40,C025
1118,2026-04-28,19,Dragon Bites,Pizza,350,C066
1119,2026-02-14,18,Dragon Bites,Spring Roll,120,C111
1120,2026-05-27,22,Arunachal Treats,Thukpa,220,C026
1121,2026-02-14,14,Taste of Tawang,Fried Rice,200,C193
1122,2026-04-29,19,Snow Peak Diner,Burger,220,C275
1123,2026-03-17,20,Tawang Kitchen,Veg Momos,150,C403
1124,2026-05-06,12,Highland Kitchen,Pizza,350,C099
1125,2026-05-07,17,Cafe Himalaya,Veg Momos,150,C333
1126,2026-02-23,12,Mountain Cafe,Tea,40,C444
1127,2026-03-26,18,Arunachal Treats,Coffee,80,C409
1128,2026-03-06,17,Mountain Cafe,Thukpa,220,C064
1129,2026-04-17,17,Dragon Bites,Tea,40,C343
1130,2026-05-29,18,Bamboo Bowl,Chicken Momos,180,C347
1131,2026-03-29,20,Snow Peak Diner,Veg Momos,150,C435
1132,2026-05-15,20,Momo Junction,Spring Roll,120,C347
1133,2026-04-01,19,Taste of Tawang,Fried Rice,200,C287
1134,2026-03-31,18,Tawang Kitchen,Chowmein,180,C343
1135,2026-04-11,21,Tawang Kitchen,Pizza,350,C028
1136,2026-01-25,16,Taste of Tawang,Thukpa,220,C134
1137,2026-02-07,12,Dragon Bites,Thukpa,220,C168
1138,2026-04-27,18,Snow Peak Diner,Burger,220,C019
1139,2026-04-26,17,Mountain Cafe,Veg Momos,150,C190
1140,2026-05-06,19,Taste of Tawang,Chicken Momos,180,C400
1141,2026-05-27,20,Taste of Tawang,Veg Momos,150,C016
1142,2026-03-14,19,Mountain Cafe,Fried Rice,200,C481
1143,2026-03-21,13,Bamboo Bowl,Veg Momos,150,C402
1144,2026-03-30,19,Cafe Himalaya,Veg Momos,150,C021
1145,2026-03-11,19,Bamboo Bowl,Spring Roll,120,C287
1146,2026-01-10,18,Momo Junction,Spring Roll,120,C274
1147,2026-05-05,20,Momo Junction,Coffee,80,C191
1148,2026-01-09,15,Highland Kitchen,Coffee,80,C388
1149,2026-01-16,16,Taste of Tawang,Chicken Momos,180,C308
1150,2026-01-05,19,Dragon Bites,Chowmein,180,C111
1151,2026-04-03,21,Highland Kitchen,Veg Momos,150,C109
1152,2026-04-05,13,Mountain Cafe,Spring Roll,120,C496
1153,2026-04-27,11,Arunachal Treats,Thukpa,220,C298
1154,2026-04-30,17,Arunachal Treats,Pizza,350,C074
1155,2026-03-14,20,Dragon Bites,Coffee,80,C246
1156,2026-03-01,14,Snow Peak Diner,Coffee,80,C320
1157,2026-03-26,21,Highland Kitchen,Tea,40,C179
1158,2026-03-30,13,Momo Junction,Chowmein,180,C236
1159,2026-05-10,22,Highland Kitchen,Tea,40,C359
1160,2026-04-29,18,Highland Kitchen,Spring Roll,120,C099
1161,2026-03-16,19,Arunachal Treats,Veg Momos,150,C467
1162,2026-02-28,11,Snow Peak Diner,Fried Rice,200,C361
1163,2026-01-15,20,Bamboo Bowl,Pizza,350,C035
1164,2026-01-14,13,Cafe Himalaya,Tea,40,C100
1165,2026-01-30,16,Taste of Tawang,Tea,40,C144
1166,2026-03-13,12,Momo Junction,Fried Rice,200,C083
1167,2026-01-17,15,Bamboo Bowl,Spring Roll,120,C155
1168,2026-02-03,15,Cafe Himalaya,Spring Roll,120,C408
1169,2026-05-14,19,Taste of Tawang,Veg Momos,150,C439
1170,2026-03-16,18,Mountain Cafe,Chicken Momos,180,C382
1171,2026-01-28,20,Cafe Himalaya,Veg Momos,150,C189
1172,2026-03-31,12,Cafe Himalaya,Burger,220,C184
1173,2026-02-28,20,Momo Junction,Tea,40,C112
1174,2026-02-28,20,Tawang Kitchen,Fried Rice,200,C157
1175,2026-02-25,19,Mountain Cafe,Coffee,80,C379
1176,2026-04-14,20,Tawang Kitchen,Burger,220,C219
1177,2026-03-28,13,Highland Kitchen,Fried Rice,200,C373
1178,2026-03-04,19,Taste of Tawang,Chicken Momos,180,C187
1179,2026-05-13,22,Mountain Cafe,Chicken Momos,180,C372
1180,2026-04-26,18,Tawang Kitchen,Burger,220,C380
1181,2026-04-26,12,Dragon Bites,Coffee,80,C206
1182,2026-03-20,12,Dragon Bites,Veg Momos,150,C292
1183,2026-01-08,19,Taste of Tawang,Tea,40,C354
1184,2026-04-06,19,Momo Junction,Coffee,80,C241
1185,2026-02-03,17,Taste of Tawang,Chicken Momos,180,C349
1186,2026-03-23,18,Bamboo Bowl,Veg Momos,150,C415
1187,2026-02-07,12,Cafe Himalaya,Thukpa,220,C386
1188,2026-04-11,19,Snow Peak Diner,Chicken Momos,180,C094
1189,2026-03-26,17,Cafe Himalaya,Pizza,350,C291
1190,2026-01-16,20,Tawang Kitchen,Chowmein,180,C427
1191,2026-03-21,14,Dragon Bites,Chicken Momos,180,C132
1192,2026-04-04,19,Bamboo Bowl,Chowmein,180,C473
1193,2026-03-10,21,Mountain Cafe,Chowmein,180,C105
1194,2026-03-07,11,Momo Junction,Chowmein,180,C342
1195,2026-01-22,20,Cafe Himalaya,Fried Rice,200,C251
1196,2026-01-18,19,Tawang Kitchen,Chicken Momos,180,C001
1197,2026-05-12,18,Dragon Bites,Coffee,80,C283
1198,2026-01-28,14,Bamboo Bowl,Chicken Momos,180,C228
1199,2026-03-03,14,Bamboo Bowl,Fried Rice,200,C370
1200,2026-02-25,19,Snow Peak Diner,Spring Roll,120,C018
1201,2026-04-23,18,Bamboo Bowl,Fried Rice,200,C189
1202,2026-03-20,20,Cafe Himalaya,Spring Roll,120,C499
1203,2026-04-08,18,Mountain Cafe,Spring Roll,120,C071
1204,2026-05-26,22,Snow Peak Diner,Coffee,80,C070
1205,2026-03-09,22,Momo Junction,Fried Rice,200,C370
1206,2026-03-19,20,Highland Kitchen,Chowmein,180,C435
1207,2026-05-08,21,Cafe Himalaya,Coffee,80,C328
1208,2026-04-23,14,Bamboo Bowl,Chicken Momos,180,C083
1209,2026-03-04,12,Mountain Cafe,Fried Rice,200,C062
1210,2026-05-06,18,Taste of Tawang,Fried Rice,200,C042
1211,2026-01-31,16,Dragon Bites,Veg Momos,150,C247
1212,2026-01-17,16,Bamboo Bowl,Spring Roll,120,C473
1213,2026-01-22,19,Bamboo Bowl,Coffee,80,C403
1214,2026-02-04,20,Tawang Kitchen,Thukpa,220,C308
1215,2026-03-06,21,Arunachal Treats,Chowmein,180,C437
1216,2026-01-26,18,Tawang Kitchen,Fried Rice,200,C100
1217,2026-01-17,20,Bamboo Bowl,Spring Roll,120,C391
1218,2026-03-12,18,Dragon Bites,Chowmein,180,C302
1219,2026-03-19,18,Mountain Cafe,Pizza,350,C002
1220,2026-05-05,18,Cafe Himalaya,Spring Roll,120,C150
1221,2026-03-25,19,Arunachal Treats,Thukpa,220,C058
1222,2026-05-26,14,Tawang Kitchen,Fried Rice,200,C279
1223,2026-05-15,15,Highland Kitchen,Tea,40,C097
1224,2026-04-19,20,Taste of Tawang,Pizza,350,C069
1225,2026-02-24,20,Bamboo Bowl,Veg Momos,150,C294
1226,2026-03-19,18,Mountain Cafe,Tea,40,C079
1227,2026-03-28,19,Tawang Kitchen,Burger,220,C169
1228,2026-03-12,21,Dragon Bites,Thukpa,220,C043
1229,2026-04-15,16,Momo Junction,Tea,40,C224
1230,2026-04-13,19,Highland Kitchen,Fried Rice,200,C226
1231,2026-05-29,17,Tawang Kitchen,Pizza,350,C097
1232,2026-04-25,14,Highland Kitchen,Spring Roll,120,C307
1233,2026-02-10,18,Tawang Kitchen,Coffee,80,C320
1234,2026-05-10,17,Dragon Bites,Veg Momos,150,C199
1235,2026-01-22,12,Highland Kitchen,Thukpa,220,C481
1236,2026-01-25,19,Arunachal Treats,Spring Roll,120,C166
1237,2026-03-29,13,Snow Peak Diner,Thukpa,220,C097
1238,2026-02-26,11,Taste of Tawang,Chicken Momos,180,C318
1239,2026-05-17,16,Tawang Kitchen,Coffee,80,C117
1240,2026-04-22,19,Highland Kitchen,Veg Momos,150,C203
1241,2026-05-29,18,Snow Peak Diner,Chowmein,180,C074
1242,2026-01-18,19,Momo Junction,Chicken Momos,180,C101
1243,2026-01-17,17,Tawang Kitchen,Veg Momos,150,C157
1244,2026-03-23,18,Snow Peak Diner,Pizza,350,C376
1245,2026-03-20,18,Arunachal Treats,Thukpa,220,C247
1246,2026-03-31,21,Taste of Tawang,Burger,220,C154
1247,2026-04-02,19,Arunachal Treats,Spring Roll,120,C131
1248,2026-02-11,19,Tawang Kitchen,Veg Momos,150,C076
1249,2026-03-04,19,Tawang Kitchen,Chicken Momos,180,C055
1250,2026-04-09,22,Momo Junction,Spring Roll,120,C373
1251,2026-01-07,16,Momo Junction,Fried Rice,200,C400
1252,2026-02-23,17,Tawang Kitchen,Coffee,80,C025
1253,2026-04-28,19,Highland Kitchen,Spring Roll,120,C200
1254,2026-04-02,19,Momo Junction,Tea,40,C336
1255,2026-03-19,18,Highland Kitchen,Tea,40,C334
1256,2026-01-26,11,Momo Junction,Tea,40,C063
1257,2026-03-09,19,Dragon Bites,Burger,220,C398
1258,2026-05-20,22,Tawang Kitchen,Chicken Momos,180,C269
1259,2026-05-06,18,Highland Kitchen,Coffee,80,C149
1260,2026-03-07,11,Bamboo Bowl,Pizza,350,C079
1261,2026-03-22,20,Dragon Bites,Tea,40,C084
1262,2026-02-15,19,Snow Peak Diner,Pizza,350,C322
1263,2026-03-19,19,Dragon Bites,Pizza,350,C044
1264,2026-04-10,12,Momo Junction,Fried Rice,200,C123
1265,2026-04-27,17,Bamboo Bowl,Fried Rice,200,C480
1266,2026-01-06,14,Arunachal Treats,Burger,220,C107
1267,2026-02-17,17,Arunachal Treats,Chowmein,180,C011
1268,2026-05-02,20,Arunachal Treats,Burger,220,C293
1269,2026-01-15,13,Cafe Himalaya,Thukpa,220,C017
1270,2026-05-29,20,Taste of Tawang,Spring Roll,120,C267
1271,2026-03-13,21,Mountain Cafe,Fried Rice,200,C119
1272,2026-01-14,19,Cafe Himalaya,Tea,40,C364
1273,2026-02-03,12,Highland Kitchen,Tea,40,C401
1274,2026-04-25,18,Bamboo Bowl,Chicken Momos,180,C004
1275,2026-05-21,19,Arunachal Treats,Spring Roll,120,C214
1276,2026-05-12,19,Mountain Cafe,Thukpa,220,C130
1277,2026-03-15,19,Snow Peak Diner,Chicken Momos,180,C125
1278,2026-01-11,19,Taste of Tawang,Burger,220,C002
1279,2026-05-19,13,Momo Junction,Coffee,80,C010
1280,2026-04-22,13,Highland Kitchen,Chowmein,180,C460
1281,2026-03-27,19,Dragon Bites,Fried Rice,200,C478
1282,2026-01-20,21,Bamboo Bowl,Tea,40,C393
1283,2026-02-07,11,Cafe Himalaya,Chicken Momos,180,C044
1284,2026-04-29,11,Cafe Himalaya,Spring Roll,120,C145
1285,2026-02-07,18,Highland Kitchen,Burger,220,C120
1286,2026-05-29,18,Arunachal Treats,Coffee,80,C057
1287,2026-02-02,17,Snow Peak Diner,Tea,40,C220
1288,2026-04-06,20,Highland Kitchen,Thukpa,220,C283
1289,2026-04-20,20,Highland Kitchen,Spring Roll,120,C032
1290,2026-01-26,18,Bamboo Bowl,Spring Roll,120,C226
1291,2026-05-06,17,Bamboo Bowl,Thukpa,220,C232
1292,2026-01-02,15,Tawang Kitchen,Chicken Momos,180,C229
1293,2026-03-25,18,Dragon Bites,Veg Momos,150,C246
1294,2026-04-20,17,Snow Peak Diner,Veg Momos,150,C381
1295,2026-05-18,17,Tawang Kitchen,Chowmein,180,C139
1296,2026-01-13,19,Momo Junction,Veg Momos,150,C042
1297,2026-04-04,18,Bamboo Bowl,Burger,220,C251
1298,2026-03-06,12,Dragon Bites,Fried Rice,200,C309
1299,2026-05-16,13,Arunachal Treats,Thukpa,220,C410
1300,2026-01-13,16,Mountain Cafe,Fried Rice,200,C090
1301,2026-05-03,12,Dragon Bites,Coffee,80,C459
1302,2026-03-18,20,Dragon Bites,Veg Momos,150,C127
1303,2026-05-15,21,Snow Peak Diner,Chowmein,180,C204
1304,2026-03-14,17,Arunachal Treats,Tea,40,C397
1305,2026-03-15,19,Taste of Tawang,Chowmein,180,C181
1306,2026-05-23,14,Bamboo Bowl,Veg Momos,150,C040
1307,2026-05-23,13,Arunachal Treats,Burger,220,C198
1308,2026-05-12,14,Highland Kitchen,Chicken Momos,180,C445
1309,2026-03-26,18,Tawang Kitchen,Chowmein,180,C219
1310,2026-05-03,14,Momo Junction,Tea,40,C104
1311,2026-04-16,11,Highland Kitchen,Chowmein,180,C357
1312,2026-01-09,18,Cafe Himalaya,Chicken Momos,180,C244
1313,2026-01-28,20,Arunachal Treats,Fried Rice,200,C482
1314,2026-03-18,18,Highland Kitchen,Veg Momos,150,C078
1315,2026-03-09,19,Bamboo Bowl,Spring Roll,120,C056
1316,2026-04-11,21,Highland Kitchen,Thukpa,220,C171
1317,2026-05-23,20,Arunachal Treats,Thukpa,220,C221
1318,2026-02-20,14,Cafe Himalaya,Burger,220,C004
1319,2026-03-21,19,Taste of Tawang,Veg Momos,150,C215
1320,2026-04-11,18,Arunachal Treats,Veg Momos,150,C146
1321,2026-03-04,19,Dragon Bites,Burger,220,C105
1322,2026-04-03,19,Dragon Bites,Pizza,350,C207
1323,2026-03-21,12,Arunachal Treats,Spring Roll,120,C354
1324,2026-01-01,13,Highland Kitchen,Spring Roll,120,C273
1325,2026-03-31,19,Cafe Himalaya,Coffee,80,C407
1326,2026-05-12,19,Taste of Tawang,Fried Rice,200,C324
1327,2026-05-10,21,Snow Peak Diner,Tea,40,C247
1328,2026-02-17,17,Dragon Bites,Coffee,80,C439
1329,2026-05-04,17,Taste of Tawang,Coffee,80,C367
1330,2026-04-23,12,Taste of Tawang,Pizza,350,C242
1331,2026-05-04,12,Bamboo Bowl,Tea,40,C469
1332,2026-04-05,20,Highland Kitchen,Coffee,80,C343
1333,2026-03-25,12,Arunachal Treats,Fried Rice,200,C405
1334,2026-02-06,20,Dragon Bites,Chicken Momos,180,C206
1335,2026-04-10,19,Mountain Cafe,Pizza,350,C365
1336,2026-04-27,16,Dragon Bites,Tea,40,C194
1337,2026-02-24,22,Highland Kitchen,Chowmein,180,C297
1338,2026-05-02,18,Cafe Himalaya,Tea,40,C475
1339,2026-05-29,12,Tawang Kitchen,Burger,220,C231
1340,2026-01-30,11,Taste of Tawang,Chowmein,180,C145
1341,2026-02-27,13,Momo Junction,Chowmein,180,C445
1342,2026-03-04,15,Dragon Bites,Coffee,80,C161
1343,2026-04-07,19,Tawang Kitchen,Coffee,80,C292
1344,2026-04-18,17,Cafe Himalaya,Spring Roll,120,C313
1345,2026-03-12,16,Arunachal Treats,Chicken Momos,180,C092
1346,2026-04-26,18,Cafe Himalaya,Coffee,80,C025
1347,2026-04-30,18,Cafe Himalaya,Chowmein,180,C057
1348,2026-05-08,19,Mountain Cafe,Burger,220,C426
1349,2026-02-09,13,Cafe Himalaya,Chowmein,180,C493
1350,2026-04-19,20,Snow Peak Diner,Tea,40,C439
1351,2026-04-25,14,Tawang Kitchen,Tea,40,C087
1352,2026-03-22,19,Mountain Cafe,Thukpa,220,C211
1353,2026-05-15,19,Highland Kitchen,Coffee,80,C042
1354,2026-03-14,11,Dragon Bites,Pizza,350,C063
1355,2026-01-19,20,Bamboo Bowl,Pizza,350,C466
1356,2026-03-22,21,Snow Peak Diner,Chowmein,180,C429
1357,2026-01-29,14,Mountain Cafe,Pizza,350,C152
1358,2026-05-26,12,Mountain Cafe,Chowmein,180,C268
1359,2026-01-17,20,Mountain Cafe,Veg Momos,150,C279
1360,2026-05-09,16,Taste of Tawang,Chicken Momos,180,C271
1361,2026-01-27,16,Momo Junction,Coffee,80,C321
1362,2026-04-19,18,Bamboo Bowl,Chowmein,180,C380
1363,2026-05-26,20,Dragon Bites,Fried Rice,200,C167
1364,2026-03-23,20,Cafe Himalaya,Chicken Momos,180,C479
1365,2026-03-12,17,Cafe Himalaya,Veg Momos,150,C443
1366,2026-02-04,19,Momo Junction,Thukpa,220,C167
1367,2026-05-30,15,Momo Junction,Pizza,350,C381
1368,2026-02-24,11,Snow Peak Diner,Fried Rice,200,C217
1369,2026-05-15,16,Highland Kitchen,Chicken Momos,180,C133
1370,2026-02-11,15,Bamboo Bowl,Veg Momos,150,C146
1371,2026-03-15,18,Highland Kitchen,Veg Momos,150,C017
1372,2026-03-12,19,Mountain Cafe,Pizza,350,C252
1373,2026-04-29,11,Dragon Bites,Tea,40,C486
1374,2026-05-06,17,Cafe Himalaya,Spring Roll,120,C178
1375,2026-01-03,13,Highland Kitchen,Chowmein,180,C051
1376,2026-03-17,18,Tawang Kitchen,Burger,220,C007
1377,2026-03-07,13,Bamboo Bowl,Coffee,80,C088
1378,2026-02-21,14,Arunachal Treats,Chicken Momos,180,C480
1379,2026-05-17,14,Mountain Cafe,Spring Roll,120,C277
1380,2026-01-04,20,Mountain Cafe,Coffee,80,C259
1381,2026-04-11,12,Cafe Himalaya,Pizza,350,C291
1382,2026-04-18,18,Momo Junction,Coffee,80,C302
1383,2026-01-17,13,Tawang Kitchen,Fried Rice,200,C355
1384,2026-01-02,11,Momo Junction,Chicken Momos,180,C066
1385,2026-04-02,19,Highland Kitchen,Pizza,350,C022
1386,2026-03-08,15,Highland Kitchen,Tea,40,C396
1387,2026-03-10,19,Bamboo Bowl,Coffee,80,C013
1388,2026-02-26,19,Snow Peak Diner,Thukpa,220,C458
1389,2026-02-26,20,Mountain Cafe,Chicken Momos,180,C259
1390,2026-01-05,18,Bamboo Bowl,Coffee,80,C117
1391,2026-05-18,19,Dragon Bites,Coffee,80,C067
1392,2026-01-31,14,Bamboo Bowl,Coffee,80,C493
1393,2026-03-11,13,Momo Junction,Veg Momos,150,C441
1394,2026-05-20,13,Tawang Kitchen,Veg Momos,150,C045
1395,2026-05-05,15,Cafe Himalaya,Fried Rice,200,C166
1396,2026-03-25,12,Tawang Kitchen,Veg Momos,150,C349
1397,2026-02-18,19,Cafe Himalaya,Coffee,80,C114
1398,2026-01-18,19,Arunachal Treats,Chowmein,180,C293
1399,2026-03-05,18,Highland Kitchen,Burger,220,C123
1400,2026-03-28,13,Cafe Himalaya,Veg Momos,150,C358
1401,2026-04-08,20,Taste of Tawang,Burger,220,C464
1402,2026-04-29,18,Bamboo Bowl,Chowmein,180,C301
1403,2026-01-24,19,Highland Kitchen,Pizza,350,C493
1404,2026-05-08,18,Arunachal Treats,Spring Roll,120,C187
1405,2026-02-22,20,Highland Kitchen,Fried Rice,200,C048
1406,2026-05-17,21,Cafe Himalaya,Burger,220,C125
1407,2026-02-08,22,Mountain Cafe,Spring Roll,120,C064
1408,2026-01-11,11,Highland Kitchen,Pizza,350,C203
1409,2026-01-21,17,Cafe Himalaya,Chicken Momos,180,C046
1410,2026-04-01,12,Dragon Bites,Veg Momos,150,C123
1411,2026-04-09,18,Bamboo Bowl,Chicken Momos,180,C385
1412,2026-02-12,18,Mountain Cafe,Thukpa,220,C191
1413,2026-05-10,20,Highland Kitchen,Burger,220,C069
1414,2026-01-02,18,Cafe Himalaya,Thukpa,220,C189
1415,2026-04-24,16,Cafe Himalaya,Spring Roll,120,C085
1416,2026-03-11,21,Mountain Cafe,Chicken Momos,180,C458
1417,2026-03-31,19,Highland Kitchen,Chowmein,180,C072
1418,2026-01-15,19,Tawang Kitchen,Chowmein,180,C144
1419,2026-01-03,20,Snow Peak Diner,Chowmein,180,C208
1420,2026-05-29,20,Cafe Himalaya,Tea,40,C090
1421,2026-03-03,17,Taste of Tawang,Spring Roll,120,C395
1422,2026-01-08,18,Bamboo Bowl,Coffee,80,C320
1423,2026-01-21,14,Cafe Himalaya,Fried Rice,200,C447
1424,2026-01-20,18,Dragon Bites,Chowmein,180,C249
1425,2026-01-15,19,Highland Kitchen,Thukpa,220,C285
1426,2026-03-21,20,Cafe Himalaya,Fried Rice,200,C037
1427,2026-03-12,19,Snow Peak Diner,Fried Rice,200,C093
1428,2026-01-14,22,Taste of Tawang,Fried Rice,200,C073
1429,2026-04-01,15,Highland Kitchen,Thukpa,220,C029
1430,2026-02-18,19,Snow Peak Diner,Burger,220,C215
1431,2026-02-11,14,Momo Junction,Chowmein,180,C361
1432,2026-02-15,15,Taste of Tawang,Spring Roll,120,C373
1433,2026-03-28,19,Momo Junction,Chicken Momos,180,C153
1434,2026-05-05,20,Highland Kitchen,Fried Rice,200,C326
1435,2026-03-07,12,Dragon Bites,Chowmein,180,C087
